code,hex0,hex1,hex2,hex3,hex4,L0,a0,b0,L1,a1,b1,L2,a2,b2,L3,a3,b3,L4,a4,b4,tags,likes
fcf8f8fbefeff9dfdff5afaf,#FCF8F8,#FBEFEF,#F9DFDF,#F5AFAF,#FCF8F8,0.9821966670045524,0.004084054694065031,0.0011542967772524282,0.9615321527174907,0.012388835895834394,0.0037684222143961055,0.9248596707550585,0.027383200105891348,0.008624812327712728,0.819871829758127,0.07787666685475125,0.026705476002917727,0.9821966670045524,0.004084054694065031,0.0011542967772524282,pastel,6161
feeac9ffcdc9fdacacfd7979,#FEEAC9,#FFCDC9,#FDACAC,#FD7979,#FEEAC9,0.9447399426133354,0.008125608094476267,0.04753944649602715,0.8907292990327782,0.05241018433946154,0.022803850439937712,0.8224663077211204,0.09027204616608842,0.031550679062917086,0.7302717998553173,0.15005240645501994,0.06012890008235583,0.9447399426133354,0.008125608094476267,0.04753944649602715,pastel,5039
f1f3e0d2dcb6a1bc98778873,#F1F3E0,#D2DCB6,#A1BC98,#778873,#F1F3E0,0.9575351376636407,-0.009310718329210932,0.023234278704130196,0.8769554402428434,-0.025506160275685197,0.045060507252009274,0.7651249565597021,-0.043268917588763944,0.03900090560093228,0.606856479464619,-0.028169384358817773,0.023801288552534716,0.9575351376636407,-0.009310718329210932,0.023234278704130196,pastel,5517
fff2c6fff8deaac4f58ca9ff,#FFF2C6,#FFF8DE,#AAC4F5,#8CA9FF,#FFF2C6,0.9605277989627665,-0.0035946757195275403,0.05828456947368854,0.977782248881805,-0.0027545522258609623,0.0345352171464135,0.8180397676310411,-0.00921928796949989,-0.07459983786492608,0.7481066217152865,-0.002256180559345955,-0.12882137290643925,0.9605277989627665,-0.0035946757195275403,0.05828456947368854,pastel,3765
a8bba3b87c4cc4a484f7f1de,#A8BBA3,#B87C4C,#C4A484,#F7F1DE,#A8BBA3,0.7707589782836454,-0.02992479955017835,0.025766653396623873,0.6378213324508925,0.05155056840794958,0.08379493641798647,0.7391936614207437,0.022873311426600207,0.05311298448621404,0.9577472002097871,-0.0010814109238741487,0.025730372844912308,0.7707589782836454,-0.02992479955017835,0.025766653396623873,pastel,2423
9bb4c0e1d0b3a18d6d703b3b,#9BB4C0,#E1D0B3,#A18D6D,#703B3B,#9BB4C0,0.7548879434199,-0.021577197241541057,-0.024356523123799323,0.8639958663418703,0.006676834528971387,0.04254534619964312,0.653111573430501,0.00945028602341047,0.05003122536621324,0.41882579608840176,0.06991010958766941,0.0264219815486878,0.7548879434199,-0.021577197241541057,-0.024356523123799323,pastel,3076
758a93ecd5bce9b63bc66e52,#758A93,#ECD5BC,#E9B63B,#C66E52,#758A93,0.6198830159500813,-0.019416958392741934,-0.019897584526626932,0.8854506048392334,0.014702036080570302,0.03938182532150136,0.8020298987221961,0.012517607052181523,0.14478968296859407,0.6315499359132302,0.0933813550098459,0.0738899103230502,0.6198830159500813,-0.019416958392741934,-0.019897584526626932,pastel,1402
b77466ffe1afe2b59a957c62,#B77466,#FFE1AF,#E2B59A,#957C62,#B77466,0.6266191175643998,0.07421532100167805,0.04712252318501259,0.9225930935290447,0.012199201034634566,0.07124516715274487,0.8065272000346719,0.039027548277676294,0.05077016357472386,0.6029559482263179,0.018371982378703855,0.04494883549231449,0.6266191175643998,0.07421532100167805,0.04712252318501259,pastel,4652
777c6db7b89fcbcbcbeeeeee,#777C6D,#B7B89F,#CBCBCB,#EEEEEE,#777C6D,0.5775665091518061,-0.012332572133215702,0.019559914492660646,0.7749865548753077,-0.011261876173004559,0.032519995323333606,0.8421209146938389,1.9246468103695236e-06,-9.57091211897243e-05,0.9491209076456786,2.169192684142729e-06,-0.00010786993457656546,0.5775665091518061,-0.012332572133215702,0.019559914492660646,pastel,2820
b6ae9fc5c7bcdeded1fbf3d1,#B6AE9F,#C5C7BC,#DEDED1,#FBF3D1,#B6AE9F,0.7532758477557997,0.002689295628173438,0.022664842902631377,0.824990397048255,-0.006465122394433864,0.013711339155542457,0.8970206741426636,-0.005029075053049059,0.016612790171908975,0.9617164934534335,-0.004868208406709318,0.0447383185227791,0.7532758477557997,0.002689295628173438,0.022664842902631377,pastel,3158
